n_tokens,n_tokens_all,n_chars,n_chars_all,n_syllables,n_words,n_unique_lemmas,n_sentences,n_other,n_nouns,n_verbs,n_number,n_symbols,n_adverbs,n_articles,n_pronouns,n_particles,n_adjectives,n_prepositions,n_proper_nouns,n_punctuations,n_interjections,n_coordinating_conjunctions,n_subordinating_conjunctions,n_active_verbs,n_passive_verbs,n_reflective_verbs,n_latinisms,n_difficult_connectives,n_vdb,n_vdb_fo,n_vdb_au,n_vdb_ad,ttr,gulpease,flesch_vacca,lexical_density,semantic_similarity,editdistance,n_added_tokens,n_deleted_tokens,n_added_vdb_tokens,n_deleted_vdb_tokens
236,276,1238,1278,504,120,104,15,0,75,22,16,0,6,15,4,0,15,46,22,38,0,8,1,12,4,0,0,4,138,111,27,27,50.847457627118644,55.610169491525426,51.453107344632755,50.0,97.06820845603943,253,33,38,19,16
74,89,370,391,154,58,53,2,0,21,15,2,0,2,5,6,0,2,14,0,15,0,4,3,10,1,1,0,0,59,45,14,8,78.37837837837837,47.108108108108105,33.72972972972971,54.054054054054056,99.56419467926025,9,4,3,2,1
81,92,460,477,198,60,53,5,0,18,16,0,0,2,8,3,0,5,18,7,11,0,2,1,7,2,3,0,0,53,48,5,9,74.07407407407408,50.72839506172839,30.911111111111087,50.617283950617285,97.92907238006592,35,5,8,3,3
81,92,460,477,198,60,53,5,0,18,16,0,0,2,8,3,0,5,18,7,11,0,2,1,7,2,3,0,0,53,48,5,9,74.07407407407408,50.72839506172839,30.911111111111087,50.617283950617285,97.92907238006592,35,5,8,3,3
384,448,2190,2254,900,216,193,15,0,116,24,29,0,0,34,4,0,32,85,27,64,0,20,4,18,2,0,0,1,226,198,29,39,56.25,43.6875,28.05625,44.79166666666667,99.53390955924988,120,19,41,11,14
268,287,1449,1468,588,178,151,9,0,66,31,7,0,3,33,5,0,32,62,17,19,0,6,0,21,3,1,0,0,186,168,21,29,66.4179104477612,45.007462686567166,33.61028192371477,49.25373134328358,98.74127507209778,44,17,30,7,7
443,499,2498,2554,1044,207,182,10,0,148,31,17,0,4,31,6,0,37,121,18,56,0,12,2,22,2,1,0,0,287,251,35,58,46.72686230248307,39.38374717832957,8.517155756207657,49.66139954853273,99.55034255981445,60,6,11,2,4
101,123,624,646,254,76,68,3,0,36,4,2,0,2,13,0,0,15,20,4,22,0,5,0,2,1,0,0,0,72,59,13,10,75.24752475247524,36.12871287128713,8.867986798679873,56.43564356435643,99.82649683952332,34,8,6,8,5
250,299,1443,1492,606,151,131,4,5,87,14,6,0,3,16,4,0,32,62,5,49,0,6,0,11,0,0,0,1,170,137,36,27,60.4,36.08,-14.060000000000002,54.400000000000006,99.77195858955383,105,22,31,9,8
371,426,2154,2211,884,203,172,11,3,105,31,3,0,6,27,4,0,38,92,33,55,0,15,3,19,2,1,0,1,233,201,32,37,54.71698113207547,39.8355795148248,17.394021073266366,48.517520215633425,99.41899180412292,187,43,32,24,16
