n_tokens,n_tokens_all,n_chars,n_chars_all,n_syllables,n_words,n_unique_lemmas,n_sentences,n_other,n_nouns,n_verbs,n_number,n_symbols,n_adverbs,n_articles,n_pronouns,n_particles,n_adjectives,n_prepositions,n_proper_nouns,n_punctuations,n_interjections,n_coordinating_conjunctions,n_subordinating_conjunctions,n_active_verbs,n_passive_verbs,n_reflective_verbs,n_latinisms,n_difficult_connectives,n_vdb,n_vdb_fo,n_vdb_au,n_vdb_ad,ttr,gulpease,flesch_vacca,lexical_density,semantic_similarity,editdistance,n_added_tokens,n_deleted_tokens,n_added_vdb_tokens,n_deleted_vdb_tokens
82,102,507,527,206,62,57,5,0,27,10,0,0,0,4,2,0,8,16,4,20,0,5,0,6,1,0,0,0,53,46,7,8,75.60975609756098,45.46341463414634,26.307317073170715,54.87804878048781,98.32255244255066,93,19,19,9,9
67,79,393,405,157,57,47,5,0,16,10,0,0,3,12,5,0,7,10,1,12,0,2,0,9,0,0,0,0,54,45,10,5,85.07462686567165,52.73134328358209,40.28656716417911,53.73134328358209,98.7636148929596,137,18,24,15,14
67,79,393,405,157,57,47,5,0,16,10,0,0,3,12,5,0,7,10,1,12,0,2,0,9,0,0,0,0,54,45,10,5,85.07462686567165,52.73134328358209,40.28656716417911,53.73134328358209,98.7636148929596,137,18,24,15,14
440,506,2377,2443,965,245,218,19,0,122,39,26,0,7,36,7,0,33,102,44,66,0,10,3,31,1,1,1,0,278,238,38,40,55.68181818181818,47.93181818181818,40.2852870813397,45.68181818181819,97.4230945110321,416,37,73,19,23
385,442,2101,2158,856,239,212,16,0,104,37,22,0,6,33,4,0,31,91,34,57,0,9,5,28,2,1,1,1,246,210,34,35,62.077922077922075,46.896103896103895,37.41801948051949,46.23376623376623,95.21472454071045,615,32,74,23,30
320,366,1841,1887,774,200,172,20,0,94,49,10,2,14,24,3,0,23,74,17,43,0,5,1,19,11,0,0,0,227,192,35,27,62.5,50.21875,32.78125,56.25,98.8690435886383,310,31,29,28,23
111,125,617,631,258,77,67,5,0,32,12,3,0,2,17,0,0,9,21,9,14,0,5,1,9,0,0,0,0,79,69,10,9,69.36936936936937,46.927927927927925,32.71891891891893,49.549549549549546,93.00903081893921,392,15,39,13,28
332,373,1795,1836,716,176,158,15,1,98,26,20,0,1,36,6,0,29,79,13,41,0,16,0,22,1,0,0,0,217,179,38,37,53.01204819277109,48.48795180722892,43.68594377510038,46.3855421686747,98.48695397377014,257,33,63,18,31
376,431,2022,2077,797,199,176,21,0,100,34,41,0,6,30,3,0,34,81,21,55,0,11,4,23,3,0,0,0,194,169,23,29,52.92553191489362,51.97872340425532,50.31598277608915,46.27659574468085,98.09539318084717,551,35,103,15,45
414,465,2349,2400,955,190,164,26,0,104,50,28,1,5,42,5,0,39,80,32,51,0,6,8,27,4,0,0,1,232,192,34,26,45.893719806763286,51.10144927536232,40.13730955035301,47.82608695652174,94.62639093399048,566,73,83,42,40
